Provinsi,Tanggal,Suhu_Celsius
Nusa Tenggara Barat,2025-04-23,25.317445238948
Nusa Tenggara Timur,2025-04-23,24.73640984470426
Sulawesi Tengah,2025-04-23,22.722255003413
Sulawesi Tenggara,2025-04-23,24.63510800331223
Sumatera Barat,2025-04-23,23.11106902662129
Sumatera Utara,2025-04-23,23.242884054535768
Maluku,2025-04-24,24.76056332403123
Maluku Utara,2025-04-24,24.43890051389943
Kepulauan Bangka Belitung,2025-04-24,27.425372150015303
Banten,2025-04-24,25.43042937069664
Gorontalo,2025-04-24,23.766836030306685
Papua Barat,2025-04-24,23.926661555626836
Jawa Barat,2025-04-24,23.9061856614564
Papua,2025-04-24,23.75110526047667
Sulawesi Utara,2025-04-24,23.59826043593143
Sumatera Selatan,2025-04-24,26.11947506938121
Kepulauan Riau,2025-04-24,27.62908692862707
Riau,2025-04-24,26.568689651363385
Sulawesi Barat,2025-04-24,21.91524015209261
Sulawesi Selatan,2025-04-24,23.516953604102792
Aceh,2025-04-24,21.791949460096728
Bali,2025-04-24,24.452687028102712
DI Yogyakarta,2025-04-24,25.90428539555348
DKI Jakarta,2025-04-24,26.60358826056684
Jambi,2025-04-24,25.40500265217881
Jawa Tengah,2025-04-24,25.25661280959641
Jawa Timur,2025-04-24,25.53446943612692
Kalimantan Barat,2025-04-24,24.57109902949697
Kalimantan Selatan,2025-04-24,25.365188951012303
Kalimantan Tengah,2025-04-24,24.989859918587225
Kalimantan Timur,2025-04-24,23.71938420125508
Lampung,2025-04-24,25.84754940408356
Nusa Tenggara Barat,2025-04-24,24.978080599779958
Nusa Tenggara Timur,2025-04-24,24.4572170192365
Sulawesi Tengah,2025-04-24,22.752722923172417
Sulawesi Tenggara,2025-04-24,24.75819004598675
Sumatera Barat,2025-04-24,24.061132461217564
Sumatera Utara,2025-04-24,23.331764496103236
Maluku,2025-04-25,25.29284311576613
Maluku Utara,2025-04-25,24.27054336449874
Kepulauan Bangka Belitung,2025-04-25,27.000825843625396
Banten,2025-04-25,25.891341600693703
Gorontalo,2025-04-25,23.711926059310308
Papua Barat,2025-04-25,23.167457368286296
Jawa Barat,2025-04-25,24.037364447016763
Papua,2025-04-25,22.857330302076814
Sulawesi Utara,2025-04-25,23.29124723346996
Sumatera Selatan,2025-04-25,26.135813141271804
Kepulauan Riau,2025-04-25,27.995148521784905
Riau,2025-04-25,27.326259996212908
Sulawesi Barat,2025-04-25,21.99680749848428
Sulawesi Selatan,2025-04-25,23.217857533717385
Aceh,2025-04-25,23.140300595208576
Bali,2025-04-25,24.541694323181567
DI Yogyakarta,2025-04-25,25.90557328636489
DKI Jakarta,2025-04-25,26.5695452103044
Jambi,2025-04-25,25.759597431408707
Jawa Tengah,2025-04-25,25.203160545677648
Jawa Timur,2025-04-25,25.407460389794288
Kalimantan Barat,2025-04-25,25.96421711740225
Kalimantan Selatan,2025-04-25,25.81679264214615
Kalimantan Tengah,2025-04-25,25.692195615102545
Kalimantan Timur,2025-04-25,23.86839200862488
Lampung,2025-04-25,25.821884248795964
Nusa Tenggara Barat,2025-04-25,25.135295476568693
Nusa Tenggara Timur,2025-04-25,24.39882184914528
Sulawesi Tengah,2025-04-25,22.52603035868127
Sulawesi Tenggara,2025-04-25,24.772107381308956
Sumatera Barat,2025-04-25,24.66475935528768
Sumatera Utara,2025-04-25,24.496707297266568
Maluku,2025-04-26,25.792797839670538
Maluku Utara,2025-04-26,24.622927246241208
Kepulauan Bangka Belitung,2025-04-26,26.712064834011095
Banten,2025-04-26,25.637456049089472
Gorontalo,2025-04-26,23.39462776877221
Papua Barat,2025-04-26,24.193937614629625
Jawa Barat,2025-04-26,23.964563349957988
Papua,2025-04-26,23.337832810352115
Sulawesi Utara,2025-04-26,23.08263347859738
Sumatera Selatan,2025-04-26,25.51940679663935
Kepulauan Riau,2025-04-26,27.35073858708914
Riau,2025-04-26,25.886236503478845
Sulawesi Barat,2025-04-26,22.254834196657107
Sulawesi Selatan,2025-04-26,23.030502892236235
Aceh,2025-04-26,23.50360710630428
Bali,2025-04-26,24.29526434626429
DI Yogyakarta,2025-04-26,25.418673721723287
DKI Jakarta,2025-04-26,26.35526515945348
Jambi,2025-04-26,25.141098904129265
Jawa Tengah,2025-04-26,24.882157551038453
Jawa Timur,2025-04-26,25.005123427920957
Kalimantan Barat,2025-04-26,25.990088359117465
Kalimantan Selatan,2025-04-26,26.071153529685574
Kalimantan Tengah,2025-04-26,25.79026857866596
Kalimantan Timur,2025-04-26,24.390668282532957
Lampung,2025-04-26,25.530242463720384
Nusa Tenggara Barat,2025-04-26,24.821142758287728
Nusa Tenggara Timur,2025-04-26,24.091176903939388
Sulawesi Tengah,2025-04-26,22.734385658181427
Sulawesi Tenggara,2025-04-26,24.225753324545938
Sumatera Barat,2025-04-26,24.3035912156398
Sumatera Utara,2025-04-26,24.251335899063324
Maluku,2025-04-27,25.94441179438987
Maluku Utara,2025-04-27,25.049588400590476
Kepulauan Bangka Belitung,2025-04-27,27.07525362959865
Banten,2025-04-27,26.13967208840162
Gorontalo,2025-04-27,24.451515815124235
Papua Barat,2025-04-27,24.36029047858153
Jawa Barat,2025-04-27,24.232231816740335
Papua,2025-04-27,23.773976333446075
Sulawesi Utara,2025-04-27,23.958462464599734
Sumatera Selatan,2025-04-27,26.013566777811263
Kepulauan Riau,2025-04-27,27.681958913667938
Riau,2025-04-27,26.47635435851493
Sulawesi Barat,2025-04-27,22.45844466053313
Sulawesi Selatan,2025-04-27,23.1700888923708
Aceh,2025-04-27,23.102911444662134
Bali,2025-04-27,23.833604223344192
DI Yogyakarta,2025-04-27,25.116828066126324
DKI Jakarta,2025-04-27,26.348381010484736
Jambi,2025-04-27,25.454159101901546
Jawa Tengah,2025-04-27,24.96363623567488
Jawa Timur,2025-04-27,24.70266618307088
Kalimantan Barat,2025-04-27,25.41487520240502
Kalimantan Selatan,2025-04-27,26.11377405716027
Kalimantan Tengah,2025-04-27,25.785389964202324
Kalimantan Timur,2025-04-27,24.82690101393928
Lampung,2025-04-27,25.842093275627484
Nusa Tenggara Barat,2025-04-27,24.664195848770003
Nusa Tenggara Timur,2025-04-27,23.902993991124568
Sulawesi Tengah,2025-04-27,23.272422034302974
Sulawesi Tenggara,2025-04-27,24.49609611831179
Sumatera Barat,2025-04-27,23.811231917247884
Sumatera Utara,2025-04-27,24.215348911310212
Maluku,2025-04-28,25.89178187129893
Maluku Utara,2025-04-28,24.960614859888377
Kepulauan Bangka Belitung,2025-04-28,27.050143812942324
Banten,2025-04-28,26.36357905748672
Gorontalo,2025-04-28,24.638786353872632
Papua Barat,2025-04-28,24.86104441593999
Jawa Barat,2025-04-28,24.118897664813566
Papua,2025-04-28,23.723344517456383
Sulawesi Utara,2025-04-28,24.28871287378881
Sumatera Selatan,2025-04-28,25.939681355419665
Kepulauan Riau,2025-04-28,27.4182814227146
Riau,2025-04-28,25.67706974185784
Sulawesi Barat,2025-04-28,22.719229158265986
Sulawesi Selatan,2025-04-28,23.366898628791315
Aceh,2025-04-28,21.79083497126619
Bali,2025-04-28,23.986741334598296
DI Yogyakarta,2025-04-28,25.237172010762254
DKI Jakarta,2025-04-28,26.86571540986008
Jambi,2025-04-28,25.227942619254087
Jawa Tengah,2025-04-28,24.842397296382146
Jawa Timur,2025-04-28,24.61600055724365
Kalimantan Barat,2025-04-28,25.42849482544017
Kalimantan Selatan,2025-04-28,26.09929670494466
Kalimantan Tengah,2025-04-28,25.76529037528273
Kalimantan Timur,2025-04-28,24.07204449012477
Lampung,2025-04-28,25.88501617601588
Nusa Tenggara Barat,2025-04-28,24.775431985150156
Nusa Tenggara Timur,2025-04-28,23.872052938951185
Sulawesi Tengah,2025-04-28,23.341885491755143
Sulawesi Tenggara,2025-04-28,24.411429894551244
Sumatera Barat,2025-04-28,22.94952950537974
Sumatera Utara,2025-04-28,22.859623434566306
Maluku,2025-04-29,25.996302037540826
Maluku Utara,2025-04-29,25.092515231806157
Kepulauan Bangka Belitung,2025-04-29,26.851232887797696
Banten,2025-04-29,25.81947033978572
Gorontalo,2025-04-29,24.31667426917225
Papua Barat,2025-04-29,25.29560192231612
Jawa Barat,2025-04-29,23.879687305159425
Papua,2025-04-29,23.52849291706615
Sulawesi Utara,2025-04-29,24.14072846931215
Sumatera Selatan,2025-04-29,26.265096874640317
Kepulauan Riau,2025-04-29,27.47692487115915
Riau,2025-04-29,26.276755959929176
Sulawesi Barat,2025-04-29,22.188405631750992
Sulawesi Selatan,2025-04-29,23.4230328203737
Aceh,2025-04-29,23.257417664330752
Bali,2025-04-29,24.08154084126175
DI Yogyakarta,2025-04-29,25.420914870830156
DKI Jakarta,2025-04-29,26.568829806985185
Jambi,2025-04-29,25.459676662317623
Jawa Tengah,2025-04-29,24.93292774317403
Jawa Timur,2025-04-29,24.636562188772054
Kalimantan Barat,2025-04-29,25.337159429321407
Kalimantan Selatan,2025-04-29,25.43193325767225
Kalimantan Tengah,2025-04-29,25.31149900985796
Kalimantan Timur,2025-04-29,23.98073043021885
Lampung,2025-04-29,25.94042299999322
Nusa Tenggara Barat,2025-04-29,24.726791652264165
Nusa Tenggara Timur,2025-04-29,24.530493452224796
Sulawesi Tengah,2025-04-29,22.833560148915197
Sulawesi Tenggara,2025-04-29,24.70100100634212
Sumatera Barat,2025-04-29,23.91165830180645
Sumatera Utara,2025-04-29,23.91588766248909
Maluku,2025-04-30,26.08352698220289
Maluku Utara,2025-04-30,25.070641241847877
Kepulauan Bangka Belitung,2025-04-30,27.01980269129528
Banten,2025-04-30,26.09263957638171
Gorontalo,2025-04-30,24.228152738205107
Papua Barat,2025-04-30,25.13605903039199
Jawa Barat,2025-04-30,24.24988886052596
Papua,2025-04-30,23.393545217416595
Sulawesi Utara,2025-04-30,24.12889641422345
Sumatera Selatan,2025-04-30,25.5524730976622
Kepulauan Riau,2025-04-30,27.28129470812837
Riau,2025-04-30,25.267495105675035
Sulawesi Barat,2025-04-30,22.15836013265549
Sulawesi Selatan,2025-04-30,23.37644244714464
Aceh,2025-04-30,22.9774878668552
Bali,2025-04-30,24.44100007073916
DI Yogyakarta,2025-04-30,25.44151532462928
DKI Jakarta,2025-04-30,26.935782745606925
Jambi,2025-04-30,24.15405392792612
Jawa Tengah,2025-04-30,25.14114975143577
Jawa Timur,2025-04-30,25.030157000762628
Kalimantan Barat,2025-04-30,26.00872120587347
Kalimantan Selatan,2025-04-30,26.001806718507645
Kalimantan Tengah,2025-04-30,26.09737729304833
Kalimantan Timur,2025-04-30,24.300169233266008
Lampung,2025-04-30,26.15513396488665
Nusa Tenggara Barat,2025-04-30,25.249089744663827
Nusa Tenggara Timur,2025-04-30,24.79643047837509
Sulawesi Tengah,2025-04-30,22.81823754739699
Sulawesi Tenggara,2025-04-30,24.710498051138718
Sumatera Barat,2025-04-30,23.03457147946616
Sumatera Utara,2025-04-30,23.281638264783275
Maluku,2025-05-01,25.4912072005891
Maluku Utara,2025-05-01,25.11349859904691
Kepulauan Bangka Belitung,2025-05-01,27.513486517595705
Banten,2025-05-01,26.506125601162665
Gorontalo,2025-05-01,24.928459699314352
Papua Barat,2025-05-01,24.33324820507155
Jawa Barat,2025-05-01,24.50757115282548
Papua,2025-05-01,23.32330958774245
Sulawesi Utara,2025-05-01,23.923998471421672
Sumatera Selatan,2025-05-01,26.25381322952969
Kepulauan Riau,2025-05-01,27.48104786646904
Riau,2025-05-01,25.71923143464057
Sulawesi Barat,2025-05-01,23.088056768620877
Sulawesi Selatan,2025-05-01,23.76635440530376
Aceh,2025-05-01,23.096010195240357
Bali,2025-05-01,24.5538753022442
DI Yogyakarta,2025-05-01,25.461322170135052
DKI Jakarta,2025-05-01,27.30490037734501
Jambi,2025-05-01,25.25501115177035
Jawa Tengah,2025-05-01,25.219739746050333
Jawa Timur,2025-05-01,25.549483434599058
Kalimantan Barat,2025-05-01,25.83114257205957
Kalimantan Selatan,2025-05-01,26.607784957168125
Kalimantan Tengah,2025-05-01,26.39313958324465
Kalimantan Timur,2025-05-01,24.72015013113728
Lampung,2025-05-01,26.137909846180364
Nusa Tenggara Barat,2025-05-01,25.63485464757996
Nusa Tenggara Timur,2025-05-01,24.850526944283583
Sulawesi Tengah,2025-05-01,23.357173061588387
Sulawesi Tenggara,2025-05-01,24.746371084176765
Sumatera Barat,2025-05-01,23.26437118219682
Sumatera Utara,2025-05-01,23.831662701995565
Maluku,2025-05-02,25.381235352401365
Maluku Utara,2025-05-02,25.272367130252075
Kepulauan Bangka Belitung,2025-05-02,27.361995045332435
Banten,2025-05-02,26.368016571895662
Gorontalo,2025-05-02,24.863463702179047
Papua Barat,2025-05-02,24.45022412213281
Jawa Barat,2025-05-02,24.487117821512037
Papua,2025-05-02,23.358761580328725
Sulawesi Utara,2025-05-02,24.65359366715729
Sumatera Selatan,2025-05-02,25.99395915548876
Kepulauan Riau,2025-05-02,27.63118256040637
Riau,2025-05-02,26.150819326479645
Sulawesi Barat,2025-05-02,22.69037406535381
Sulawesi Selatan,2025-05-02,23.77127076494084
Aceh,2025-05-02,22.94254802511801
Bali,2025-05-02,24.97092823219584
DI Yogyakarta,2025-05-02,25.22460689072614
DKI Jakarta,2025-05-02,26.85081892671769
Jambi,2025-05-02,25.14846579802034
Jawa Tengah,2025-05-02,24.95658981663476
Jawa Timur,2025-05-02,25.26306719416228
Kalimantan Barat,2025-05-02,25.353876250562625
Kalimantan Selatan,2025-05-02,26.263920687797867
Kalimantan Tengah,2025-05-02,25.755839501851334
Kalimantan Timur,2025-05-02,23.408780818985505
Lampung,2025-05-02,26.42545896800385
Nusa Tenggara Barat,2025-05-02,25.75667761199389
Nusa Tenggara Timur,2025-05-02,24.982232147018507
Sulawesi Tengah,2025-05-02,22.988621178978757
Sulawesi Tenggara,2025-05-02,24.794618659140056
Sumatera Barat,2025-05-02,23.6425643257855
Sumatera Utara,2025-05-02,23.899855927971345
Maluku,2025-05-03,24.94779600617682
Maluku Utara,2025-05-03,24.713144106773345
Kepulauan Bangka Belitung,2025-05-03,27.65966415561288
Banten,2025-05-03,26.411418886561755
Gorontalo,2025-05-03,24.677356566340727
Papua Barat,2025-05-03,24.52706750570075
Jawa Barat,2025-05-03,24.20596452606842
Papua,2025-05-03,24.44864254265903
Sulawesi Utara,2025-05-03,24.54990086290363
Sumatera Selatan,2025-05-03,26.8104821309956
Kepulauan Riau,2025-05-03,27.651088484286067
Riau,2025-05-03,26.24416749284305
Sulawesi Barat,2025-05-03,22.80539117383256
Sulawesi Selatan,2025-05-03,23.75686240500124
Aceh,2025-05-03,22.53243722288621
Bali,2025-05-03,24.736621427801342
DI Yogyakarta,2025-05-03,25.646635316082424
DKI Jakarta,2025-05-03,26.72655228426201
Jambi,2025-05-03,25.688629416300543
Jawa Tengah,2025-05-03,25.09503284221385
Jawa Timur,2025-05-03,25.551750651170472
Kalimantan Barat,2025-05-03,26.73303402454118
Kalimantan Selatan,2025-05-03,26.653692771921182
Kalimantan Tengah,2025-05-03,26.91423504691204
Kalimantan Timur,2025-05-03,25.333143975443967
Lampung,2025-05-03,26.50457006980225
Nusa Tenggara Barat,2025-05-03,25.67529853316599
Nusa Tenggara Timur,2025-05-03,25.03370255547759
Sulawesi Tengah,2025-05-03,23.46747274018728
Sulawesi Tenggara,2025-05-03,24.46493802272309
Sumatera Barat,2025-05-03,23.89892513449478
Sumatera Utara,2025-05-03,23.39677609849775
Maluku,2025-05-04,24.90278848350015
Maluku Utara,2025-05-04,25.500956699777056
Kepulauan Bangka Belitung,2025-05-04,27.648148534024056
Banten,2025-05-04,25.669535678983795
Gorontalo,2025-05-04,25.22291554437286
Papua Barat,2025-05-04,24.395829931979375
Jawa Barat,2025-05-04,23.64803329094496
Papua,2025-05-04,23.831757669792147
Sulawesi Utara,2025-05-04,24.769845864009195
Sumatera Selatan,2025-05-04,26.32616111131156
Kepulauan Riau,2025-05-04,27.78097710252148
Riau,2025-05-04,26.609503366358844
Sulawesi Barat,2025-05-04,23.22566793558192
Sulawesi Selatan,2025-05-04,24.14448265968526
Aceh,2025-05-04,22.53379375470724
Bali,2025-05-04,25.27482730809868
DI Yogyakarta,2025-05-04,25.9107127104765
DKI Jakarta,2025-05-04,26.30302275288997
Jambi,2025-05-04,25.565477093414216
Jawa Tengah,2025-05-04,25.154563900343216
Jawa Timur,2025-05-04,25.816554481873226
Kalimantan Barat,2025-05-04,26.28494703812376
Kalimantan Selatan,2025-05-04,27.13105901927076
Kalimantan Tengah,2025-05-04,26.787290239832075
Kalimantan Timur,2025-05-04,25.43200584661055
Lampung,2025-05-04,26.190659968748605
Nusa Tenggara Barat,2025-05-04,25.862552662670392
Nusa Tenggara Timur,2025-05-04,25.068300051708057
Sulawesi Tengah,2025-05-04,23.71549967211545
Sulawesi Tenggara,2025-05-04,24.752573304392516
Sumatera Barat,2025-05-04,23.894126456000087
Sumatera Utara,2025-05-04,24.03040605670343
Maluku,2025-05-05,25.186391679823878
Maluku Utara,2025-05-05,25.466246706908677
Kepulauan Bangka Belitung,2025-05-05,27.377858455899062
Banten,2025-05-05,26.11479385810766
Gorontalo,2025-05-05,24.790445267470396
Papua Barat,2025-05-05,24.052521240091775
Jawa Barat,2025-05-05,24.426092525944192
Papua,2025-05-05,22.857580290521096
Sulawesi Utara,2025-05-05,24.722178642633946
Sumatera Selatan,2025-05-05,25.90248647634328
Kepulauan Riau,2025-05-05,27.88570797228697
Riau,2025-05-05,26.37821164346672
Sulawesi Barat,2025-05-05,22.846549613374187
Sulawesi Selatan,2025-05-05,23.709600833309462
Aceh,2025-05-05,22.97825346062864
Bali,2025-05-05,25.152747108254783
DI Yogyakarta,2025-05-05,25.942624749680345
DKI Jakarta,2025-05-05,26.85462162262221
Jambi,2025-05-05,25.71325396752536
Jawa Tengah,2025-05-05,25.724115512583
Jawa Timur,2025-05-05,25.806419673303704
Kalimantan Barat,2025-05-05,25.93227632880681
Kalimantan Selatan,2025-05-05,26.8688826699906
Kalimantan Tengah,2025-05-05,26.49333527480777
Kalimantan Timur,2025-05-05,25.277324001198025
Lampung,2025-05-05,25.58552679332655
Nusa Tenggara Barat,2025-05-05,25.61153588413193
Nusa Tenggara Timur,2025-05-05,24.532334907803143
Sulawesi Tengah,2025-05-05,23.265686905053315
Sulawesi Tenggara,2025-05-05,24.472461728606493
Sumatera Barat,2025-05-05,24.437514948105484
Sumatera Utara,2025-05-05,24.141322330028977
Maluku,2025-05-06,25.375829212351963
Maluku Utara,2025-05-06,25.28437411897254
Kepulauan Bangka Belitung,2025-05-06,28.123062852189403
Banten,2025-05-06,26.6417885529133
Gorontalo,2025-05-06,25.122066195236496
Papua Barat,2025-05-06,24.39798669465413
Jawa Barat,2025-05-06,24.49036544236432
Papua,2025-05-06,23.94663853755951
Sulawesi Utara,2025-05-06,24.792015497343453
Sumatera Selatan,2025-05-06,26.703181541797083
Kepulauan Riau,2025-05-06,28.67073099010949
Riau,2025-05-06,27.448143118249405
Sulawesi Barat,2025-05-06,22.592167487503385
Sulawesi Selatan,2025-05-06,23.276653389045347
Aceh,2025-05-06,23.063124585181363
Bali,2025-05-06,24.740036726478184
DI Yogyakarta,2025-05-06,25.680979999986203
DKI Jakarta,2025-05-06,27.063669742382352
Jambi,2025-05-06,26.36224573571477
Jawa Tengah,2025-05-06,25.302558372818137
Jawa Timur,2025-05-06,25.293316132529757
Kalimantan Barat,2025-05-06,26.347416818839942
Kalimantan Selatan,2025-05-06,26.56056371726617
Kalimantan Tengah,2025-05-06,26.81040854725079
Kalimantan Timur,2025-05-06,24.98330303834016
Lampung,2025-05-06,26.322308117275306
Nusa Tenggara Barat,2025-05-06,25.30760752092981
Nusa Tenggara Timur,2025-05-06,24.046232560827164
Sulawesi Tengah,2025-05-06,23.45077163770422
Sulawesi Tenggara,2025-05-06,24.26866098046686
Sumatera Barat,2025-05-06,25.07435356821308
Sumatera Utara,2025-05-06,24.85612726327236
Maluku,2025-05-07,25.472934295193472
Maluku Utara,2025-05-07,25.21807716132793
Kepulauan Bangka Belitung,2025-05-07,28.112228243768243
Banten,2025-05-07,26.25935333063069
Gorontalo,2025-05-07,25.043177343225697
Papua Barat,2025-05-07,24.448508461100797
Jawa Barat,2025-05-07,24.310834022137144
Papua,2025-05-07,23.085073753636983
Sulawesi Utara,2025-05-07,25.021733707181724
Sumatera Selatan,2025-05-07,27.063474040149494
Kepulauan Riau,2025-05-07,28.58593124764579
Riau,2025-05-07,27.24975218225096
Sulawesi Barat,2025-05-07,23.53665727411207
Sulawesi Selatan,2025-05-07,23.876855619411643
Aceh,2025-05-07,23.463871912269823
Bali,2025-05-07,24.41259992389801
DI Yogyakarta,2025-05-07,25.7793433500253
DKI Jakarta,2025-05-07,26.953636230119308
Jambi,2025-05-07,26.666363873105464
Jawa Tengah,2025-05-07,25.264485488672246
Jawa Timur,2025-05-07,25.40188646077216
Kalimantan Barat,2025-05-07,26.734792573083823
Kalimantan Selatan,2025-05-07,26.821295367172848
Kalimantan Tengah,2025-05-07,27.23385149319154
Kalimantan Timur,2025-05-07,25.30964525250853
Lampung,2025-05-07,26.515376304232223
Nusa Tenggara Barat,2025-05-07,24.839412921917404
Nusa Tenggara Timur,2025-05-07,24.12929727560714
Sulawesi Tengah,2025-05-07,23.94099721416754
Sulawesi Tenggara,2025-05-07,24.614754966447023
Sumatera Barat,2025-05-07,24.64013678070265
Sumatera Utara,2025-05-07,24.799928860851512
Maluku,2025-05-08,25.527132178959448
Maluku Utara,2025-05-08,25.47258879956988
Kepulauan Bangka Belitung,2025-05-08,27.76800164889175
Banten,2025-05-08,26.15779254687654
Gorontalo,2025-05-08,25.06036538238513
Papua Barat,2025-05-08,24.588369820894467
Jawa Barat,2025-05-08,24.61828331899499
Papua,2025-05-08,23.060556296930734
Sulawesi Utara,2025-05-08,24.87072687430203
Sumatera Selatan,2025-05-08,26.952824292630726
Kepulauan Riau,2025-05-08,28.177700550166403
Riau,2025-05-08,26.26487514860428
Sulawesi Barat,2025-05-08,23.4518421643716
Sulawesi Selatan,2025-05-08,23.941227380530187
Aceh,2025-05-08,22.83916269044573
Bali,2025-05-08,24.44041688294302
DI Yogyakarta,2025-05-08,25.530113959249693
DKI Jakarta,2025-05-08,27.055797887298613
Jambi,2025-05-08,26.07561095487693
Jawa Tengah,2025-05-08,25.34228200690936
Jawa Timur,2025-05-08,25.308252186525092
Kalimantan Barat,2025-05-08,26.31950658996069
Kalimantan Selatan,2025-05-08,26.86105516372825
Kalimantan Tengah,2025-05-08,26.689701716220828
Kalimantan Timur,2025-05-08,25.551009586757583
Lampung,2025-05-08,26.527271409944984
Nusa Tenggara Barat,2025-05-08,24.91462370284373
Nusa Tenggara Timur,2025-05-08,24.8214359625874
Sulawesi Tengah,2025-05-08,23.568975139285367
Sulawesi Tenggara,2025-05-08,24.763686492250848
Sumatera Barat,2025-05-08,23.910992037416428
Sumatera Utara,2025-05-08,23.9628117738588
Maluku,2025-05-09,25.33743113502056
Maluku Utara,2025-05-09,25.45404416699556
Kepulauan Bangka Belitung,2025-05-09,27.13241362845904
Banten,2025-05-09,26.137413257390524
Gorontalo,2025-05-09,24.758840403340614
Papua Barat,2025-05-09,24.39835079219652
Jawa Barat,2025-05-09,24.431969857775204
Papua,2025-05-09,23.602660933714443
Sulawesi Utara,2025-05-09,24.676885734988677
Sumatera Selatan,2025-05-09,26.23201210909676
Kepulauan Riau,2025-05-09,28.19263795961073
Riau,2025-05-09,26.41561667591379
Sulawesi Barat,2025-05-09,22.67941901241818
Sulawesi Selatan,2025-05-09,23.53083243274725
Aceh,2025-05-09,23.166884300547512
Bali,2025-05-09,23.76474422326148
DI Yogyakarta,2025-05-09,25.079406838921784
DKI Jakarta,2025-05-09,27.265668897826576
Jambi,2025-05-09,25.103076730998712
Jawa Tengah,2025-05-09,24.87642335984788
Jawa Timur,2025-05-09,24.369141926284144
Kalimantan Barat,2025-05-09,25.70595570127782
Kalimantan Selatan,2025-05-09,25.537227186278585
Kalimantan Tengah,2025-05-09,25.168024207321043
Kalimantan Timur,2025-05-09,24.61122060457411
Lampung,2025-05-09,26.3907867272414
Nusa Tenggara Barat,2025-05-09,24.589971325545523
Nusa Tenggara Timur,2025-05-09,24.52006508040881
Sulawesi Tengah,2025-05-09,23.283234871350068
Sulawesi Tenggara,2025-05-09,24.09849248186997
Sumatera Barat,2025-05-09,23.200193417056425
Sumatera Utara,2025-05-09,24.2420707398013
Maluku,2025-05-10,25.32054004168078
Maluku Utara,2025-05-10,24.9461151405601
Kepulauan Bangka Belitung,2025-05-10,27.83919548203739
Banten,2025-05-10,26.284721480229088
Gorontalo,2025-05-10,24.503999420409848
Papua Barat,2025-05-10,24.3239860714392
Jawa Barat,2025-05-10,24.34937203490285
Papua,2025-05-10,23.323792238686863
Sulawesi Utara,2025-05-10,24.28581614481777
Sumatera Selatan,2025-05-10,27.23329801052028
Kepulauan Riau,2025-05-10,28.26021908306476
Riau,2025-05-10,27.341141040446296
Sulawesi Barat,2025-05-10,22.519202768491457
Sulawesi Selatan,2025-05-10,23.352363284432524
Aceh,2025-05-10,22.490125211002905
Bali,2025-05-10,23.714983484303268
DI Yogyakarta,2025-05-10,25.298546802024617
DKI Jakarta,2025-05-10,26.936353698702156
Jambi,2025-05-10,26.587950976461368
Jawa Tengah,2025-05-10,25.153351738566
Jawa Timur,2025-05-10,24.752272873468154
Kalimantan Barat,2025-05-10,26.323413626579203
Kalimantan Selatan,2025-05-10,26.08201104070027
Kalimantan Tengah,2025-05-10,26.378369873963443
Kalimantan Timur,2025-05-10,24.301416794268665
Lampung,2025-05-10,26.862504656697247
Nusa Tenggara Barat,2025-05-10,24.493678689705632
Nusa Tenggara Timur,2025-05-10,24.16072391929632
Sulawesi Tengah,2025-05-10,22.721052291154557
Sulawesi Tenggara,2025-05-10,23.945135397920637
Sumatera Barat,2025-05-10,23.7891429912717
Sumatera Utara,2025-05-10,23.782368854939524
Maluku,2025-05-11,25.54804248413136
Maluku Utara,2025-05-11,25.19442251507195
Kepulauan Bangka Belitung,2025-05-11,27.08773063311532
Banten,2025-05-11,25.999874807946814
Gorontalo,2025-05-11,25.200290786880228
Papua Barat,2025-05-11,24.38960310252136
Jawa Barat,2025-05-11,24.38893903329781
Papua,2025-05-11,23.90228337916996
Sulawesi Utara,2025-05-11,24.56940225025226
Sumatera Selatan,2025-05-11,25.81335500921699
Kepulauan Riau,2025-05-11,28.054019452004017
Riau,2025-05-11,27.043925943302696
Sulawesi Barat,2025-05-11,22.840317104486616
Sulawesi Selatan,2025-05-11,24.016283752565037
Aceh,2025-05-11,22.858053303241128
Bali,2025-05-11,23.910318945830927
DI Yogyakarta,2025-05-11,24.937463407029384
DKI Jakarta,2025-05-11,27.32907958861589
Jambi,2025-05-11,25.51518483573197
Jawa Tengah,2025-05-11,24.43249464720969
Jawa Timur,2025-05-11,24.78991753885899
Kalimantan Barat,2025-05-11,25.699244807698317
Kalimantan Selatan,2025-05-11,26.21848323887728
Kalimantan Tengah,2025-05-11,26.11927385279391
Kalimantan Timur,2025-05-11,24.325064424161862
Lampung,2025-05-11,25.739250218162148
Nusa Tenggara Barat,2025-05-11,24.67094573549601
Nusa Tenggara Timur,2025-05-11,24.385775316355865
Sulawesi Tengah,2025-05-11,23.561267540623756
Sulawesi Tenggara,2025-05-11,24.509513458433123
Sumatera Barat,2025-05-11,23.10468172088236
Sumatera Utara,2025-05-11,23.72679273429826
Maluku,2025-05-12,25.580138764116345
Maluku Utara,2025-05-12,25.11484627998296
Kepulauan Bangka Belitung,2025-05-12,27.403998425485387
Banten,2025-05-12,25.380488823979075
Gorontalo,2025-05-12,24.81007029396641
Papua Barat,2025-05-12,24.585751861290973
Jawa Barat,2025-05-12,24.377998280099344
Papua,2025-05-12,24.10706512925045
